City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,la ronge,55.1001,-105.2842,-11.86,85,40,1.54,CA,1673049404
366,arona,28.0996,-16.681,14.35,62,20,4.12,ES,1673049404
367,norwich,52.6278,1.2983,12.79,86,100,6.17,GB,1673049405
368,wanning,18.8003,110.3967,19.43,74,99,4.46,CN,1673049405
369,kalemie,-5.9475,29.1947,20.41,85,75,2.16,CD,1673049405
370,jardim,-21.4803,-56.1381,25.03,56,96,2.64,BR,1673049120
371,zeya,53.75,127.2667,-24.63,98,100,0.98,RU,1673049407
372,smithers,54.7804,-127.1743,-1.82,93,100,2.06,CA,1673049407
373,tezu,27.9167,96.1667,13.96,38,0,1.8,IN,1673049408
374,manta,-0.95,-80.7333,26.88,74,75,3.6,EC,1673049408
375,lanzhou,36.0564,103.7922,1.57,20,0,2.62,CN,1673049205
376,xuddur,4.1213,43.8894,21.15,81,35,5.42,SO,1673049409
377,lazaro cardenas,17.9583,-102.2,27.24,67,0,4.09,MX,1673049410
378,kenai,60.5544,-151.2583,-7.73,92,97,2.67,US,1673049410
379,praia da vitoria,38.7333,-27.0667,14.31,82,20,2.91,PT,1673049411
380,tongzi,28.7829,105.0877,6.71,88,0,0.58,CN,1673049411
381,sawakin,19.1059,37.3321,21.78,59,53,4.73,SD,1673049377
382,saint-augustin,51.226,-58.6502,-13.95,90,44,1.64,CA,1673049412
383,makakilo city,21.3469,-158.0858,27.47,63,0,2.06,US,1673049183
384,omboue,-1.5746,9.2618,25.19,86,100,2.73,GA,1673049256
385,silvassa,20.2667,73.0167,22.28,57,54,2.15,IN,1673049414
386,ugoofaaru,5.6667,73.0,26.79,73,15,3.71,MV,1673049414
387,mishelevka,52.8575,103.1719,-17.69,96,100,1.71,RU,1673049414
388,leh,34.1667,77.5833,-14.39,45,87,0.25,IN,1673049415
389,knysna,-34.0363,23.0471,15.62,75,3,1.61,ZA,1673049416
390,iqaluit,63.7506,-68.5145,-25.15,69,100,3.09,CA,1673049416
391,sarangani,5.4033,125.4636,27.83,73,100,2.17,PH,1673049417
392,san jose,37.3394,-121.895,16.55,62,75,3.13,US,1673049417
393,boyolangu,-8.1181,111.8935,25.41,83,94,1.55,ID,1673049418
394,le port,-20.9373,55.2919,25.7,68,98,2.52,RE,1673049418
395,alyangula,-13.8483,136.4192,28.17,76,100,7.64,AU,1673049419
396,pozega,45.3403,17.6853,4.87,81,49,0.15,HR,1673049419
397,bilibino,68.0546,166.4372,-29.01,92,98,0.86,RU,1673049331
398,payakumbuh,-0.2202,100.6308,20.04,96,95,1.5,ID,1673049420
399,kahului,20.8947,-156.47,28.32,70,5,3.5,US,1673049420
400,bang saphan,11.2126,99.5117,24.66,64,98,5.98,TH,1673049421
401,mandera,3.9366,41.867,26.41,31,34,3.29,KE,1673049256
402,marshall,34.3834,-86.3333,9.17,52,0,0.0,US,1673049421
403,khandbari,27.3747,87.2039,10.6,28,0,2.24,NP,1673049422
404,terrasini,38.146,13.0844,13.45,82,0,1.54,IT,1673049423
405,lorengau,-2.0226,147.2712,28.34,78,97,3.77,PG,1673049423
406,barpeta,26.3167,91.0,12.43,60,0,2.1,IN,1673049424
407,beruwala,6.4788,79.9828,23.2,92,32,2.38,LK,1673049376
408,ruidoso,33.3317,-105.673,11.98,27,4,5.14,US,1673049425
409,flin flon,54.7682,-101.865,-13.09,85,100,4.63,CA,1673049425
410,port arthur,38.8,121.2667,-5.88,59,0,2.59,CN,1673049426
411,indian head,38.6001,-77.1622,8.27,54,61,0.45,US,1673049426
412,mount pleasant,32.7941,-79.8626,12.22,69,0,0.0,US,1673049427
413,astana,51.1801,71.446,-4.03,86,100,8.0,KZ,1673049427
414,santa cruz del norte,23.1539,-81.9236,23.12,75,36,7.69,CU,1673049271
415,asau,46.4333,26.4,-2.49,90,73,2.15,RO,1673049428
416,bitam,2.076,11.5007,20.08,99,85,1.2,GA,1673049429
417,nassjo,57.6531,14.6968,-1.49,98,100,3.02,SE,1673049429
418,laishevo,55.4046,49.5504,-28.77,97,12,3.95,RU,1673049429
419,tautira,-17.7333,-149.15,26.62,73,15,1.58,PF,1673049430
420,yantal,56.8471,105.2542,-10.09,97,100,1.41,RU,1673049431
421,tavistock,50.5494,-4.1442,12.26,98,100,4.02,GB,1673049431
422,bezhanitsy,56.9767,29.8907,-16.7,97,25,1.07,RU,1673049432
423,atakpame,7.5333,1.1333,24.44,38,3,1.56,TG,1673049229
424,rawah,34.4816,41.9093,10.26,63,52,3.25,IQ,1673049211
425,kawambwa,-9.7915,29.0791,15.96,95,100,0.61,ZM,1673049386
426,mattru,7.6244,-11.8332,21.93,92,0,0.74,SL,1673049433
427,amapa,1.0,-52.0,23.7,85,96,2.18,BR,1673049433
428,berdigestyakh,62.0989,126.6992,-40.85,100,84,1.64,RU,1673049434
429,nalut,30.3333,10.85,9.2,48,5,4.0,LY,1673049434
430,san ramon de la nueva oran,-23.1322,-64.326,32.46,24,66,1.18,AR,1673049435
431,margate,51.3813,1.3862,11.6,87,100,4.02,GB,1673049435
432,nowy tomysl,52.3195,16.1284,6.72,94,100,3.13,PL,1673049436
433,paciran,-6.8767,112.3761,25.59,81,100,4.18,ID,1673049173
434,zaysan,47.4667,84.8667,-3.45,97,100,1.18,KZ,1673049436
435,rawson,-43.3002,-65.1023,23.03,55,20,6.18,AR,1673049437
436,talnakh,69.4865,88.3972,-41.0,98,47,0.86,RU,1673049373
437,hope mills,34.9704,-78.9453,11.06,63,0,1.54,US,1673049139
438,kubanskiy,45.9292,40.5806,-1.31,89,100,6.78,RU,1673049438
439,ilulissat,69.2167,-51.1,-17.26,79,100,1.55,GL,1673049438
440,salinas,36.6777,-121.6555,15.34,65,70,0.45,US,1673049439
441,luau,-10.7073,22.2247,17.57,95,100,1.11,AO,1673049439
442,ubinskoye,55.3068,79.6802,-17.57,98,98,1.97,RU,1673049440
443,sao gabriel da cachoeira,-0.1303,-67.0892,22.94,98,80,1.15,BR,1673049183
444,kadoma,34.7333,135.5833,6.99,79,75,1.03,JP,1673049440
445,teknaf,20.8624,92.3058,15.81,79,0,3.25,BD,1673049441
446,souillac,-20.5167,57.5167,25.21,83,40,1.54,MU,1673049441
447,jalu,29.0331,21.5482,13.16,48,81,2.7,LY,1673049442
448,sakakah,29.9697,40.2064,8.76,68,4,1.78,SA,1673049442
449,isangel,-19.55,169.2667,27.62,84,71,6.69,VU,1673049443
450,erzin,36.9559,36.2,11.33,81,99,1.61,TR,1673049443
451,kenora,49.8167,-94.4337,-9.46,85,100,1.54,CA,1673049444
452,hay river,60.8156,-115.7999,-14.01,85,100,5.14,CA,1673049444
453,beni,0.5,29.4667,16.92,65,25,1.09,CD,1673049219
454,proletariy,58.4342,31.7046,-22.36,100,19,0.33,RU,1673049445
455,tambura,5.6,27.4667,20.81,37,36,2.11,SS,1673049445
456,vondrozo,-22.8167,47.2833,19.22,99,43,0.7,MG,1673049445
457,gunjur,13.2019,-16.7339,23.26,61,33,7.1,GM,1673049446
458,namibe,-15.1961,12.1522,21.54,74,86,3.07,AO,1673049446
459,alice springs,-23.7,133.8833,21.75,68,100,0.0,AU,1673049447
460,stornoway,58.2093,-6.3865,7.98,84,75,7.2,GB,1673049447
461,boralday,43.3578,76.8594,1.92,87,75,1.0,KZ,1673049448
462,fengcheng,40.4536,124.0717,-7.82,93,17,2.14,CN,1673049448
463,tokur,53.1333,132.9,-32.44,98,57,1.39,RU,1673049448
464,inta,66.0317,60.1659,-36.29,100,50,2.23,RU,1673049449
465,vestmanna,62.1564,-7.1664,-1.49,93,96,0.51,FO,1673049449
466,hailar,49.2,119.7,-29.0,98,35,2.21,CN,1673049450
467,laguna,38.421,-121.4238,14.86,67,75,1.34,US,1673049451
468,kamina,-8.7386,24.9906,18.25,94,100,1.22,CD,1673049272
469,constitucion,-35.3333,-72.4167,15.7,86,25,0.73,CL,1673049451
470,varhaug,58.6147,5.6457,7.75,90,76,4.77,NO,1673049452
471,miri,4.4148,114.0089,24.08,94,40,1.03,MY,1673049362
472,tarko-sale,64.9225,77.785,-36.56,85,95,3.78,RU,1673049453
473,san carlos de bariloche,-41.1456,-71.3082,23.86,38,40,8.23,AR,1673049453
474,bethanien,-26.502,17.1583,21.23,22,0,2.42,NA,1673049453
475,eyl,7.9803,49.8164,23.46,77,72,5.0,SO,1673049454
476,bonfim,3.0833,-59.95,26.14,74,100,2.32,BR,1673049454
477,peace river,56.2501,-117.286,-11.83,92,75,3.09,CA,1673049455
478,sri aman,1.2376,111.4621,23.03,100,62,0.0,MY,1673049455
479,kloulklubed,7.0419,134.2556,26.48,87,100,8.49,PW,1673049456
480,tay ninh,11.3,106.1,21.58,77,100,5.56,VN,1673049339
481,chopinzinho,-25.8558,-52.5233,18.68,58,0,2.46,BR,1673049457
482,bandarbeyla,9.4942,50.8122,24.85,69,58,5.04,SO,1673049457
483,brandon,27.9378,-82.2859,16.61,54,0,2.06,US,1673049457
484,manali,13.1667,80.2667,26.05,71,82,5.4,IN,1673049244
485,beloha,-25.1667,45.05,23.19,84,52,1.83,MG,1673049458
486,belaya gora,68.5333,146.4167,-37.02,99,100,0.73,RU,1673049458
487,tabou,4.423,-7.3528,25.86,82,40,3.01,CI,1673049356
488,lyubinskiy,55.1542,72.6925,-11.18,96,100,3.6,RU,1673049459
489,camacha,33.0833,-16.3333,15.68,77,20,1.03,PT,1673049460
490,taksimo,56.3444,114.8794,-24.66,97,100,0.52,RU,1673049460
491,fairbanks,64.8378,-147.7164,-15.22,82,100,0.0,US,1673049460
492,goleniow,53.5639,14.8285,4.71,100,0,1.03,PL,1673049461
493,kununurra,-15.7667,128.7333,26.99,78,100,5.66,AU,1673049462
494,panguipulli,-39.6333,-72.3333,18.73,61,38,1.08,CL,1673049462
495,gamba,-2.65,10.0,24.92,86,100,2.06,GA,1673049463
496,sembe,1.6481,14.5806,22.35,60,75,1.05,CG,1673049463
497,babayurt,43.6002,46.7789,4.88,76,100,3.58,RU,1673049464
498,oranjestad,12.524,-70.027,25.51,87,1,3.58,AW,1673049464
499,gazanjyk,39.2446,55.5154,7.83,59,0,2.62,TM,1673049218
500,quang ngai,15.1167,108.8,18.78,91,100,4.73,VN,1673049342
501,palora,-1.7,-77.9333,23.06,98,96,1.07,EC,1673049467
502,oktyabrskiy,54.4815,53.471,-32.48,100,38,2.17,RU,1673049467
503,las vegas,36.175,-115.1372,14.29,47,0,1.79,US,1673049447
504,tselinnoye,53.0833,85.6667,-10.01,97,100,1.8,RU,1673049468
505,vangazi,57.0936,24.5486,-15.12,73,100,4.31,LV,1673049469
506,pokrovsk,48.282,37.1758,-8.3,58,14,5.78,UA,1673049469
507,eganville,45.5334,-77.0994,-2.49,95,100,2.89,CA,1673049469
508,labuan,5.2767,115.2417,25.2,94,20,0.0,MY,1673049470
509,haines junction,60.7522,-137.5108,-10.03,85,100,0.0,CA,1673049471
510,ilheus,-14.7889,-39.0494,27.9,83,0,3.09,BR,1673049471
511,umba,66.6871,34.3429,-16.0,97,71,2.67,RU,1673049471
512,kwinana,-32.25,115.7667,19.53,56,0,2.68,AU,1673049472
513,kumluca,36.3703,30.2869,13.21,53,0,2.18,TR,1673049472
514,zhicheng,30.2956,111.5047,8.97,54,0,0.71,CN,1673049473
515,lhokseumawe,5.1801,97.1507,24.3,83,86,1.4,ID,1673049109
516,curillo,1.0333,-75.9191,25.38,70,100,1.15,CO,1673049473
517,olinda,-8.0089,-34.8553,26.85,74,40,3.6,BR,1673049474
518,teguldet,57.3064,88.1667,-21.61,97,92,3.49,RU,1673049475
519,yokadouma,3.5167,15.05,21.19,44,79,0.16,CM,1673049475
520,vilyuysk,63.7553,121.6247,-35.78,96,99,2.72,RU,1673049476
521,tabas,33.5959,56.9244,5.12,93,2,0.0,IR,1673049476
522,darya khan,31.7912,71.1039,9.73,25,77,0.62,PK,1673049477
523,aginskoye,51.1,114.53,-24.54,99,15,0.62,RU,1673049268
524,kaduna,10.5222,7.4383,19.49,26,69,4.23,NG,1673049478
525,inirida,3.8653,-67.9239,23.93,95,90,1.16,CO,1673049479
526,athabasca,54.7169,-113.2854,-7.77,92,23,1.52,CA,1673049479
527,mezen,65.8522,44.24,-23.84,92,62,2.16,RU,1673049479
528,pitimbu,-7.4706,-34.8086,27.33,70,100,4.8,BR,1673049480
529,coahuayana,18.7333,-103.6833,26.53,68,0,1.59,MX,1673049481
530,coquimbo,-29.9533,-71.3436,19.85,68,0,5.66,CL,1673049481
531,burriana,39.889,-0.085,9.28,89,1,1.74,ES,1673049482
532,pontianak,-0.0333,109.3333,23.99,94,40,0.0,ID,1673049482
533,vao,-22.6667,167.4833,26.59,77,94,2.39,NC,1673049482
534,chandauli,25.2667,83.2667,4.75,66,0,3.46,IN,1673049220
535,mpongwe,-13.5091,28.155,17.61,98,100,1.57,ZM,1673049483
536,rio grande,-32.035,-52.0986,24.06,70,0,8.08,BR,1673049483
537,carnarvon,-24.8667,113.6333,24.81,53,1,10.77,AU,1673049422
538,tubinskiy,52.8892,58.2225,-6.83,90,99,6.79,RU,1673049484
539,awbari,26.5921,12.7805,10.4,49,6,3.4,LY,1673049485
540,sisimiut,66.9395,-53.6735,-9.1,81,100,1.64,GL,1673049380
541,astoria,46.1879,-123.8313,10.64,80,98,2.24,US,1673049485
542,trincomalee,8.5711,81.2335,25.42,83,66,6.63,LK,1673049486
543,la romana,18.4273,-68.9728,26.2,83,75,3.09,DO,1673049486
544,opuwo,-18.0607,13.84,20.29,36,54,2.41,NA,1673049487
545,beidao,34.5686,105.8933,-0.15,82,0,1.33,CN,1673049487
546,daniel flores,9.3355,-83.6694,20.55,88,34,0.95,CR,1673049488
547,jawor,51.0513,16.1935,9.22,85,100,4.33,PL,1673049488
548,hamilton,39.1834,-84.5333,3.18,78,69,1.41,US,1673049489
549,anloga,5.7947,0.8973,26.33,85,49,4.01,GH,1673049274
550,bouna,9.2667,-3.0,24.31,26,2,1.89,CI,1673049357
551,kankon,15.0167,74.0167,23.08,62,0,3.45,IN,1673049490
552,canmore,51.0834,-115.3521,5.06,96,60,5.14,CA,1673049490
553,izhma,65.0083,53.9113,-23.7,99,100,0.62,RU,1673049490
554,methoni,36.8197,21.7049,12.34,75,10,1.59,GR,1673049491
555,bonavista,48.6499,-53.1147,-3.34,65,14,1.95,CA,1673049491
556,la suiza,9.8524,-83.6133,19.63,98,51,0.41,CR,1673049492
557,arlit,18.7369,7.3853,19.48,23,46,3.64,NE,1673049492
558,vacenovice,48.9451,17.174,8.27,91,96,1.65,CZ,1673049493
559,antofagasta,-23.65,-70.4,20.6,74,8,2.75,CL,1673049493
560,kozhevnikovo,56.2589,83.9714,-27.39,100,67,1.88,RU,1673049494
561,magan,39.9683,-3.931,6.96,79,0,1.8,ES,1673049494
562,san ramon,37.7799,-121.978,15.74,72,95,1.34,US,1673049494
563,krasnoarmeysk,51.0239,45.6969,-18.9,85,95,5.54,RU,1673049496
564,powell river,49.8496,-124.5361,9.0,76,75,7.2,CA,1673049496
565,pakxan,18.3778,103.6601,14.06,78,46,2.11,LA,1673049496
566,micheweni,-4.9667,39.8333,26.87,77,92,4.49,TZ,1673049497
